Shadowbanish Wine	held by	Nerussa
Tamriel	connected to	the many military fort ruins scattered all over Cyrodiil
Tamriel	connected to	Blackwood Company hall
Hermaeus Mora	present in	Tamriel
Xarxes	present in	Tamriel
Shadowbanish Wine	present in	the many military fort ruins scattered all over Cyrodiil
Count Indarys	present in	Oblivion
Mehrunes Dagon	present in	Oblivion
Uriel Septim VII	present in	Oblivion
Raminus Polus	present in	Wellspring Cave
Dragon's Tongue	held by	Raminus Polus
Redwort	held by	Raminus Polus
Raminus Polus	present in	the grove, to the northeast of the Imperial City, near Wellspring Cave
Raminus Polus	present in	Lustratorium
Vahtacen	connected to	Arch Mage's Tower
Irlav Jarol	present in	Arch Mage's Tower
Irlav Jarol	present in	Fort Teleman
the Orb	held by	Vaermina
Arkved	present in	Arkved's tower
Arkved	present in	Arkved's Tower
the Orb	present in	Arkved's Tower
Armand Christophe	present in	Waterfront District
Armand Christophe	present in	Cheydinhal
Hieronymus Lex	present in	Waterfront District
Gray Fox	present in	Waterfront District
Savilla's Stone	held by	Gray Fox
Gray Fox	present in	Cheydinhal
Elder Scrolls	held by	Gray Fox
Boots of Springheel Jak	held by	Gray Fox
Arrow of Extrication	held by	Gray Fox
Gray Fox	present in	Old Way
Gray Fox	present in	Imperial City Prison
Gray Fox	present in	Imperial City Waterfront
Gray Fox	present in	Malintus' house
Hieronymus Lex	present in	Imperial City Waterfront
Norbert Lelles	present in	Quality Merchandise
Jensine	present in	Market District
Thoronir	present in	Market District
Ruslan	present in	Market District
Luronk	present in	Market District
Janus Hassildor	present in	Corbolo
Corbolo	connected to	along the Corbolo, east of the Imperial City and south of Cheydinhal
Reynald Jemane	present in	Cheydinhal
Llathasa Indarys	present in	Cheydinhal
Llevana Nedaren	present in	Cheydinhal
Ulrich Leland	present in	Cheydinhal
Garrus Darelliun	present in	Cheydinhal
Modryn Oreyn	present in	Forsaken Mine
Modryn Oreyn	present in	Nonwyll Cavern
Modryn Oreyn	present in	Glademist Cave
Hist Tree	held by	Modryn Oreyn
Modryn Oreyn	present in	Leyawiin guild hall
Maglir	present in	near Anvil
Palace	connected to	Fountainhead
Thadon	present in	Palace
Jyggalag	present in	Fountainhead
Chalice of Reversal	held by	Thadon
Felldew	held by	Thadon
Jyggalag	present in	Knifepoint Hollow
Jyggalag	present in	Xaselm
Jyggalag	present in	Palace courtyard
Relmyna	present in	Xaselm
Unknown	present in	a roof
"Faded Note"	held by	Unknown
Unknown	present in	the sewage near the back of Bernice's inn, in Crucible
Bernice	present in	Crucible
Caldana	present in	Crucible
Earil	present in	Crucible
Cutter	present in	Crucible
Brithaur	present in	Crucible
Crucible	connected to	the sewage near the back of Bernice's inn, in Crucible
Ahjazda	present in	Crucible
Arctus	present in	Sacellum Arden-Sul
Dervenin	present in	Sacellum Arden-Sul
Malacath	present in	Sacellum Arden-Sul
Malacath	present in	Lord Drad's estate
Sickly Bernice	present in	a tavern
Aquanostrum	held by	Sickly Bernice
Horkvir Bear-Arm	present in	Split
Split	connected to	Hill of Suicides
Fork of Horripilation	held by	Big Head
Una Armina	present in	Museum of Oddities
Amiable Fanriene	present in	outdoors
Count Cirion	present in	the inner sanctum of Vitharn
the inner sanctum of Vitharn	connected to	Vitharn
Kiliban Nyrandil	present in	Xedilian
Amulet of Disintegration	held by	Ahjazda
Ring of Desiccation	held by	Ahjazda
Calming Pants	held by	Ahjazda
the Manual	held by	Kiliban Nyrandil
Jorundr	present in	Bruma Castle Dungeons
Viranus Donton	present in	Forsaken Mine
Viranus Donton	present in	Donton house
Imperial Sewers	connected to	Imperial Palace
Elder Scrolls	present in	Imperial Palace
Celia Camoran	present in	Imperial Palace
S'Krivva	present in	Imperial City Waterfront
"Lost Histories of Tamriel"	held by	S'Krivva
"Slythe's Journal"	held by	Slythe Seringi
Slythe Seringi	present in	Kvatch
Oleta	present in	Kvatch
Martin	present in	Kvatch
Kvatch	connected to	Chapel of Talos
Jauffre	present in	Kvatch
Savlian Matius	present in	Kvatch
Sunken One, He Who Shakes The Ground	present in	Sandstone Cavern
Languorwine	held by	Francois Motierre
Garridan's Tears	held by	S'Drassa
Julienne Fanis	present in	Lustratorium
Garridan's Tears	held by	Garridan Stalrous
Gruiand Garrana	present in	all cities in Cyrodiil
Jauffre	present in	Cloud Ruler
Jauffre	present in	Luther Broad's Boarding House
Jauffre	present in	outside the Bruma city gate
Steffan	present in	Cloud Ruler
Captain Burd	present in	outside the Bruma city gate
Maelona's family heirloom	held by	Maelona
Adrienne Berene	present in	a Guild Hall of the Mages Guild
Erthor	present in	a Guild Hall of the Mages Guild
Fathis Ules	present in	Weatherleah
Reynald	present in	Weatherleah
Guilbert Jemane	present in	Weatherleah
Reynald Jemane	present in	Weatherleah
Umbacano	present in	High Fane
Umbacano	present in	Umbacano's house
ancient statues	held by	Umbacano
Nenalata	connected to	Herminia Cinna's home
Herminia Cinna	present in	Herminia Cinna's home, in the Imperial City, the Elven Gardens district
Herminia Cinna	present in	Herminia Cinna's home
Valen Dreth	present in	Imperial Prison
Valen Dreth	present in	Imperial City's sewers
Etira Moslin	present in	Hackdirt
Blossom	present in	Hackdirt
Dar-Ma	present in	Hackdirt
Sanguine	present in	Castle Leyawiin
Countess	present in	Castle Leyawiin
"Long Forgotten Note"	held by	Daravyn the Gray
riddle, "Two bodies have I, though both joined in one. The more I stand still, the quicker I run."	held by	Daravyn the Gray
Nirnroot	held by	Sinderion
Elixir of Exploration	held by	Sinderion
Imperial Alchemy Symposium	held by	Sinderion
Sinderion	present in	Shadeleaf Copse
399	held by	Sinderion
Corrick Northwode	present in	Harm's Folly
Kayleen	present in	Harm's Folly
Harm's Folly	connected to	Exhausted Mine
Scar-Tail	present in	Bogwater
Skooma	held by	Lerexus Callidus
Kylius Lonavo	present in	Greyland
Skooma	held by	Kylius Lonavo
Jumbo Potatoes	held by	S'jirra
S'jirra	present in	the woods to the west
Peryite	present in	Realm of Peryite
Necromancer's Amulet	held by	Arch-Mage Traven
Bloodworm Helm	held by	Arch-Mage Traven
Jeanne Frasoric	present in	Bruma Mages Guild
Jeanne Frasoric	present in	Bruma Mages Guild, one of the guild halls of the Mages Guild
Adamus Phillida	present in	Leyawiin, in the City Watch barracks
Rose of Sithis	held by	Adamus Phillida
Fort Farragut	connected to	Cheydinhal Sanctuary
Sithis	present in	Fort Farragut
Fort Farragut	connected to	Applewatch
Ocheeva, Vicente Valtieri, Antoinetta Marie, Gogron gro-Bolmog, Telaendril, M'raaj-Dar, Teinaava	present in	Cheydinhal Sanctuary
Mysterium Xarxes	held by	Martin
Amulet of Kings	held by	Martin
Martin	present in	Mankar Camoran's Paradise
Great Welkynd Stone	held by	Martin
Welkynd Stones	held by	Martin
Martin	present in	Miscarcand
Great Sigil Stones	held by	Martin
"Modern Heretics"	held by	Martin
Daedric	held by	Martin
Martin	present in	Camoran's Paradise
Mankar Camoran	present in	Mankar Camoran's Paradise
Amulet of Kings	held by	Uriel Septim VII
Agronak gro-Malog, "Gray Prince"	present in	Bloodworks in the Imperial City
Bloodworks in the Imperial City	connected to	Crowhaven
Lady Lovidicus	present in	Crowhaven
Lord Lovidicus	present in	Crowhaven
Baurus	present in	Luther Broad's Boarding House
Seridur	present in	the sanctuary of the Order of the Virtuous Blood in the Imperial City
the sanctuary of the Order of the Virtuous Blood in the Imperial City	connected to	Roland Jenseric's house in the Temple District of the Imperial City
Roland Jenseric	present in	Roland Jenseric's house in the Temple District of the Imperial City
Glarthir	present in	Great Chapel of Julianos
Great Chapel of Julianos	connected to	outside Glarthir's house in Skingrad at 6 am
Burz gro-Khash	present in	Lord Rugdumph gro-Shurgak's estate
Burz gro-Khash	present in	Harlun's Watch
Burz gro-Khash	present in	Desolate Mine
Burz gro-Khash	present in	Water's Edge
Lord Rugdumph gro-Shurgak	present in	Lord Rugdumph gro-Shurgak's estate
Eye	held by	Nocturnal
Welkynd Stones	held by	Lithnilian
Lithnilian	present in	Bramblepoint Cave
Welkynd Stones	held by	Martina Floria
Caranya	present in	Fort Ontus
Necromancer's Amulet	present in	Fort Ontus
King of Worms	present in	Silorn
Perennia Draconis	present in	Applewatch
Arquen	present in	Applewatch
Celedaen	present in	Leafrot Cave
Namira	present in	Anga
Arkay	present in	Anga
Drarana Thelis	present in	Harlun's Watch
Tar-Meena	present in	Mystic Archives
Cursed Mace	held by	Molag Bal
Molag Bal	present in	Molag Bal's Shrine
Melus Petilius	present in	near Brindle Home
Cursed Mace	held by	Melus Petilius
Meridia	present in	Howling Cave
Septims	held by	Palonirya
Shaleez	present in	Flooded Mine
Galtus Previa	present in	Nonwyll Cavern
Nonwyll Cavern	connected to	Donton house
Vitellus Donton	present in	Nonwyll Cavern
Vilena Donton	present in	Donton house
Vilena Donton	present in	Glademist Cave
bear pelts	held by	Vilena Donton
Vitellus Donton	present in	Leyawiin guild hall
Lord Drad	present in	Lord Drad's estate
Mephala, 'Webspinner'	present in	Bleaker's Way
Zahrasha	present in	the grove, to the northeast of the Imperial City, near Wellspring Cave
Eletta	present in	the grove, to the northeast of the Imperial City, near Wellspring Cave
Vangaril	present in	Lost Boy Caverns
"Weathered Journal"	held by	Vangaril
Erandur	present in	Lost Boy Caverns
Draconian Madstone	held by	Countess Narina Carvain
Draconian Madstone	present in	the ruins in Pale Pass
White Rose River	connected to	Nenyond Twyll
Elsweyr	connected to	Nenyond Twyll
Mucianus Allias	present in	Nenyond Twyll
Raminus	present in	Nenyond Twyll
Raminus	present in	Bruma Mages Guild, one of the guild halls of the Mages Guild
Rufio	present in	Inn of Ill Omen
Carahil	present in	each local guild hall in Cyrodiil
Carahil	present in	Brina Cross Inn
Odiil Farm	connected to	Weynon Priory
Rallus, Antus	present in	Weynon Priory
Ajum-Kajin	present in	Glademist Cave
septim	held by	Ruslan
Hircine	present in	Harcane Grove
Ri'Zakar	present in	Blackwood Company hall
Hist Tree	present in	Blackwood Company hall
Malene	present in	Malene's inn
Malene's inn	connected to	Moss Rock Cavern
Raelynn the Gravefinder	present in	Moss Rock Cavern
Barthel Gernand	present in	Crestbridge Camp
Mirisa	present in	Crestbridge Camp
Aelwin Merowald	present in	Lake Rumare
slaughterfish	present in	Lake Rumare
Summerset Isle	connected to	Serpent's Wake
Gilgondorin	present in	Niben Bay
Niben Bay	connected to	Bawnwatch Camp
Watchman	present in	Niben Bay
"Crumpled Note"	held by	G.S.
G.S.	present in	Jeralls
Jeralls	connected to	Pale Pass
"Dead Drop Orders #4"	present in	Flooded Mine
J'Ghasta	present in	Flooded Mine
J'Ghasta	present in	J'Ghasta's house
bear pelts	held by	Bralsa Andaren
Roderick	present in	Fort Sutch
Hero Hill	connected to	Leafrot Cave
Llevana Nedaren	present in	County Hall, in the Cheydinhal castle
Olyn Seran	present in	Molag Bal's Shrine
Olyn Seran	present in	a shrine to Molag Bal
Faded Wraith	present in	a shrine to Molag Bal
Traven	present in	Lustratorium
Mannimarco	present in	Fort Teleman
Umbacano's house	connected to	Ayleid Ruins
Volanaro	present in	Bruma Mages Guild, one of the guild halls of the Mages Guild
Tournament of Ten Bloods	held by	Boethia
Tournament of Ten Bloods	present in	one of Boethia's realms in Oblivion
Baenlin	present in	Baenlin's house
Gromm	present in	Baenlin's house
Thorley Aethelred	present in	Shardrock
West Weald Bears	present in	Shardrock
'Woman Gone Wild'	held by	Casta Scribonia
'Woman Gone Wild'	present in	Grey Mare
Bittneld the Curse-Bringer	present in	Grey Mare
Emfrid	present in	Grey Mare
Rusia	present in	County Anvil
General Silgor Bradus	present in	County Anvil
Azura	present in	Gutted Mine
Dratik	present in	Gutted Mine
Gin-Wulm	present in	First Edition
Hazadir	present in	First Edition
Malintus	present in	Malintus' house
Leyawiin guild hall	connected to	Arpenia
Azani Blackheart	present in	Arpenia
Argoth	present in	Arpenia
Biene Amelion	present in	Water's Edge
Tooth-in-the-Sea	present in	during the day, out under the waves in the bay
Arielle Jurard	present in	Brina Cross Inn
Tamika's	connected to	Surilie Brothers
Aerin	present in	Aerin's Camp
